text,sentiment	
positive,"Le spectacle était bien. Aurait pu être mieux, mais cela aurait pu être pire. 3ème journée annuelle de talk-like-a-britain demain!"
neutral,La perte de biodiversité menace les écosystèmes.
النشطاء السبوبجيه دمرو ثورات الربيع العربي مع الاسلام السياسي,Negative
positive,J'adore ta photo bg ... génial! C'est pourquoi j'ai suivi lol God bénisse!
  Enjoy...wish I was there! Nice day in Springfield today..however I have my end of month expense report to do,positive	
negative,Je me suis réveillé et je suis très humide et je me suis fendue à l'arrière pour un joli bain de bébé et puis je suis en couches je vais
🔴 إسم محمد صلاح منور العالم من عرض WWE SmackDown الي اتعرض فجر اليوم https://t.co/Wo43KDoudx,Positive
Laying with lyndi on drive way. Drinking tea. Listenin to music. Takin pictures. Just a Chillin.,positive	
juss dropped the wife off I love her so,positive	
negative,"//: Je viens de demander à mon ami ce que le porcelet était (Winnie the Pooh.) ... sérieusement les gars, c'est quoi?"
بندول السيسي بيطرش ع الهوا في #منتدى_شباب_العالم رئيس حاجه تكسف الصراحه #WeNeedToTalk https://t.co/mLU3woeaHH,Negative
" You`ve got to have standards Alice otherwise were would we be ,,,,,? you got to enjoy life it`s what life is for",positive	
Obama is the ish!!!!  he is funny!,positive	
 hale yeahhh that`s the coolest part about it ;) hahaha. And I can match grieco!,positive	
 Happy Birthday! I hope you are doing well and had a great Birthday day,positive	
negative,Ahhhhhhh! Tout le monde fait la lessive sauf moi
negative,c'est foutu
ولي العهد السعودي السابق، محمد بن نايف أكد كشفه “الخدعة الإماراتية” لتوسيع دائرة الخلاف في الديوان الملكي السعودي.! https://t.co/InaXaNsBO,Neutral
neutral,De nouvelles technologies sont constamment développées.
احا بارزالي و بوفون ودانيلي دي روسي و كيلليني يعلنوا اعتزالهم دولي وايطاليا تخرج من تصفيات كاس العالم ! دي يوم ابن شرموطة ✋😢,Negative
negative,"Juste fait regarder les collines! Je l'aimais! Excité pour le prochain épisode! Et je suis triste, c'est la dernière saison!"
ماكرون يلتقى ولي العهد السعودي في الرياض ويشدد على أهمية الاستقرار الإقليمي https://t.co/RmFeRDstcV,Neutral
positive,"- caresser mon ipet virtuel, mes flaques d'eau et mon vrai chien, Norman"
negative,Juste eu un bol de flocons de son et est sur le point de faire une douche et faire une révision!
بطاقة المباراة || #ايطاليا x #السويد | الملحق الأوروبي | تصفيات #كاس_العالم #اتكلم_عن_حياتك #زلزال_ايران #احمد_الطيب #شيكابالا https://t.co/JniH4vaTxO,Neutral
neutral,Les téléviseurs affichent des images et du son.
"Had a great weekend with One, hanging with Nick & Brendon, church this morning! Can`t believe Loretta won the Mothers Day raffle again!",positive	
Done! Goin home to eat dindin and contemplate what the night holds for me,neutral	
من أهم تداعيات الربيع العربي أسقطت القناع عن حقيقة النظام الإيراني واذرعه المسلحة الذي خلق الفوضى الدموية في المجتمعات العربية فادرك المواطن العربي زيف اصحاب شعارات المقاومة والممانعة الذين قتلوا الأبرياء في سوريا والعراق واليمن فالمواطن العربي أصبح أكثر ادراكا من العدو الحقيقي,Negative
 Absolutely,neutral	
I still have a very depressed feline fuzzball...it`s another trip to vet tmrw to see what can be done...worried doesn`t even cover it,negative	
" Oh, I don`t really have much of an opinion on her either way. It`s just a night to rip everything.",neutral	
positive,Oui! Merci de partager des choses merveilleuses ++++++ vibes to u
24/5/2011حسن شحاته : اتخدعت في حسني مبارك ولست ضد الثورة 12/11/2017 حسن شحاتة : ثورة يناير بالنسبالي نكسة,Negative
positive,Merci pour le suivi douglas.
negative,Est triste que la rupture de marche soit terminée
#الشريان_رئيس_هيئه_الاذاعه_والتلفزيون يستاهل ابو محمد كل خير في المكان المناسب واتمنى برنامج الثامنه ما ينقطع يجي بداله صلاح الغيدان او غيره حل مشاكل كثيرة وبرنامج جميل,Positive
جايبلى واحدة ابوها لواء جيش وعايشة ف ايطاليا ومش عارفة تتكلم كلمتين عربى ع بعض وتتكلم بأسم الشباب المصرى ...احا #منتدي_شباب_العالم,Negative
هوة باع النيل بس ؟ وباع تيران وصنافير وباع البحر الابيض المتوسط و الوراء ده بلحة,Negative
positive,"Je l'ai regardé et je devais déterminer s'il était hilarant, merci pour les rires et les chansons!"
positive,- 19 heures club Berlin
Is with our dog at the doggy park!,neutral	
negative,"Mon macbook vient de se figer. Heureusement, j'ai pu prendre un coup d'oeil sur mon article et l'avoir redéfini. J'ai soumis mon article 1 min. en retard."
 Well best of luck,positive	
neutral,La cuisine est l'art de préparer les aliments.
١٣٠ مليار كانت حل سحري مؤقت لأغلبية السعوديين من أجل عزلهم عن تأثيرات #الربيع_العربي ! https://t.co/LdUtX3PEuB,Negative
منتدى شباب العالم .. السيسي: سياسات بعض الدول تقوم على خلق التصادم والصراعات https://t.co/lScwqlhY8g,Neutral
أهداف مبارة المغرب وساحل العاج 11-11-2017 تصفيات كأس العالم 2018 https://t.co/vCDnjio94j,Neutral
negative,Mais je voulais une margarita aussi!
positive,S'amuse avec des lettres de fer à 8 h le samedi matin - vie triste!
السيسى هنا كلم الله نبيه موسى، ومن جوارنا مرّ السيد المسيح والسيدة مريم العذراء https://t.co/oCdlAmSGlV#منتدي_شباب_العالم #خالد_علي,Neutral
" It`s all over now...now I have to go talk to people in Melrose...cashier, registrar, etc. All those unfun places",neutral	
" thanks for that twitpic, sure made me laugh",positive	
 yep  which sucks because i thought somewhere it said it was..,negative	
أمر ملكي: تشكيل لجنة برئاسة ولي العهد السعودي تتعلق بقضايا الفساد في المال العام ⁧. https://t.co/Oiiwzec7eW,Neutral
شوفوني وانا افك ازمه الربيع العربي يلا https://t.co/d6HekVA9wQ,Neutral
positive,"Mettez votre cul hors ligne et passez une heure à l'écoute du cd. Merci, vous n'êtes pas encore appris? Lol"
_03 He`ll know Tupac lyrics too!,neutral	
office hours/trying to make my computer feel better.,positive	
ماشاء الله... الله اكبر عليك يا ابوصلاح صلوا عالنبي ياجماعه #محمد_صلاح مش بيجيب اجوال محمد صلاح بيكتب تاريخ بالذهب,Positive
negative,"Grande plateforme de cuisine en bois plate 120x240 métrique - pensé que je l'achetais, mais nous ne sommes pas des photos et des devis sur demande si vous êtes intéressé."
negative,La scène de la mort de Hollis va humer sévèrement de regarder le film en train de se débrouiller.
negative,"Bien, je ne vais pas vous occuper de vérifier votre dm?"
negative,Lol awww! Je veux des câlins maintenant que vous avez presque fait fuir mes yeux. Je t'aime aussi & lt; 3
"Tati, I sent you an emal doll, did you get it?    ",neutral	
كابتن محمد صلاح حبيبي صباح الفل,Positive
"I TRIED TO PUT A IRON ON , ON MY BOOK BAG AND I BURNT MY BAG WITH THE IRON LOL.. BUZZ KEEP MAKING FUN OF ME  ... (****) LOL",positive	
"had a good day driving up mountains, visiting katie, eating chips & fudge and stocking up on lovely smelling soaps",positive	
positive,J'ai fait du riz sale. J'ai obtenu une saucisse de bœuf jalapeno et boudin aime! Yummo
negative,Je me sens comme un idiot complet. Je suis le seul qui n'obtient pas comment cette merde fonctionne m'aide
positive,Heyy! Aww merci beaucoup de vous rock! bisous bisous
negative,Matin. Pas de soleil ici malheureusement
neutral,C'est une opportunité.
neutral,C'est une déclaration.
والحرب العراقية الإيرانية وحرب تحرير الكويت وإسقاط النظام العراقي الي بدايةشرر انطلاقة ثورات شعوب الربيع العربي من تونس البداية مصر ليبيا9.,Neutral
positive,"Faisons un groupe, un ver. Vous serez chanteur principal. Nous serons encore plus gros que mcr ... eh bien, peut-être."
محمد صلاح .. خلص الكلام فيك ⚽️❤️,Positive
 ....what? i just copyed some other chicks reply and wrote it as my own,neutral	
" HEY, BABEE. ) LOVE YOOOOUUU. >< RP time.",positive	
negative,J'ai plongé plusieurs fois pour la balle. A réussi à économiser 50% le reste sort de limites
negative,"Je marche toujours vers l'annexe en espérant vous voir, mais je reçois la famille nguyen"
Bouta donate blood! Ahhhhh!,neutral	
Rain. One more reason to stay snuggled beneath the duvet,neutral	
 Sorry we couldn`t get the projector working with the windoze laptop  but a ton of people came up afterwards and saw it live,negative	
negative,Je manque ma chambre à pasig .. Je n'ai pas de place maintenant pour prendre Sp
من أجل كأس العالم تأجيل مباريات تصفيات أمم أفريقيا https://t.co/XSrd59Qx2a,Neutral
working from home and ran out of coffee!,negative	
جيل بوفون، بونوتشي، بارزالي، دي روسي لعبوا اخر مباراة ! المنتخب الايطالي حيمر في حقبه سيئه واعادة بناء #ايطاليا #تصفيات_كأس_العالم_2018 https://t.co/40B5qqPYWk,Neutral
neutral,La préservation des écosystèmes terrestres est un objectif.
positive,Je ne peux pas attendre pour entrer shikari + la panne + l'académie est ... + le roi blues + plus demain!
النظام الايراني هو اخر محورالذي يجب مواجهته و هزيمتهلافشال مخطط الربيع العربينهائيا,Negative
